Employee_ID,Department,Salary_USD,Performance_Score
862,Marketing,54195.324439070275,2
863,Finance,41125.078221979,10
864,Marketing,45625.416996765896,3
865,Finance,57223.81357827771,6
866,HR,46271.66847908233,8
867,Engineering,67269.63851233406,1
868,HR,46003.638143853976,1
869,Marketing,52246.84725751886,2
870,Engineering,59325.9083187309,6
871,Finance,35816.342670669685,9
872,Engineering,32391.91188019224,4
873,Sales,34743.436854299056,3
874,Engineering,62625.84103427182,8
875,Sales,44481.41854107553,10
876,Engineering,75581.99285668253,9
877,Sales,44357.52401342611,5
878,Marketing,51845.51303197037,9
879,HR,65421.09952567876,2
880,Finance,70060.92888159123,3
881,Engineering,70615.03576636397,7
882,HR,62083.66230593142,7
883,Finance,60240.625258114625,6
884,Finance,55925.26949201183,6
885,Sales,57783.61076166638,2
886,Marketing,44488.142836714665,10
887,Marketing,41818.01116577693,6
888,HR,49966.25542589048,4
889,Marketing,48298.15377475072,3
890,Engineering,45467.71950672725,2
891,Marketing,56963.87447456715,1
892,HR,59553.05208570511,5
893,Marketing,50884.06886291847,2
894,Engineering,64775.30081055262,2
895,Sales,38583.10885866495,7
896,HR,48063.405407202816,8
897,Sales,42831.77679397195,10
898,Sales,31334.6338292694,8
899,Sales,49173.19314157301,4
900,Finance,48782.52491616717,1
901,Finance,65134.49743242131,7
902,Sales,56308.116845547775,1
903,HR,39758.13175670795,4
904,Engineering,68540.92566334188,8
905,Engineering,62210.33695525353,2
906,Marketing,55820.977034686155,6
907,HR,47735.15901150168,6
908,Finance,40405.607632765204,9
909,Sales,46277.93223928947,5
910,Marketing,60887.48619704186,10
911,Engineering,68845.8630593461,4
912,Finance,65432.43528272189,5
913,Finance,45111.50578213726,10
914,Sales,38803.825667109886,5
915,Engineering,51408.86246911204,8
916,HR,32315.606344371485,10
917,Finance,53231.67714184782,8
918,Sales,48523.97413701331,2
919,HR,45339.63498131758,7
920,Engineering,34052.969327332044,8
921,Finance,55136.001065697164,6
922,HR,44672.991603380884,5
923,HR,38300.831642897116,9
924,HR,21277.377867183506,3
925,Finance,49724.85094949364,10
926,Finance,67722.51596669744,4
927,Marketing,66612.5921454787,9
928,Engineering,45429.03743413728,6
929,Sales,43977.879396382195,8
930,HR,54687.74256075024,7
931,Marketing,40016.14560811708,2
932,Sales,53017.91899819466,3
933,Marketing,57660.8027838469,1
934,Finance,62269.332238843075,9
935,HR,48998.45923520047,7
936,Sales,47963.26249823034,1
937,Sales,41220.17413243439,3
938,Sales,41731.1964596014,4
939,Sales,47735.21108098473,4
940,Sales,53673.65506816178,5
941,Marketing,59135.846262332496,3
942,HR,41968.21049319655,3
943,Finance,64926.88568959522,1
944,Finance,47288.76398957431,7
945,Finance,49786.32705651564,10
946,Finance,42527.883208521765,1
947,Marketing,25757.597397270583,2
948,Engineering,58840.4539636105,4
949,HR,57368.43897092433,4
950,Sales,47186.72442881786,5
951,Engineering,50669.90717224872,2
952,Finance,55159.392177040994,4
953,Engineering,34374.541431134574,1
954,HR,44709.473226537055,2
955,Sales,57942.64679621827,1
956,Sales,37457.105768307505,10
957,HR,52935.57932166629,10
958,HR,36434.18195376595,4
959,Finance,54664.29982433526,4
960,Sales,49643.58517702516,7
961,Engineering,33848.681840944904,10
962,Marketing,61647.393544571714,9
963,Marketing,42654.08423201951,9
964,HR,41897.47562985619,5
965,Finance,52005.691972309425,10
966,Marketing,61486.37349428715,1
967,Sales,39841.78181021603,1
968,HR,50616.798498479715,6
969,Engineering,54288.16500330573,2
970,HR,56931.05607263144,8
971,Engineering,51764.415552772254,9
972,HR,46329.72160916678,4
973,HR,41724.0977935128,5
974,HR,50861.43883046375,8
975,Engineering,39278.60988014393,3
976,Engineering,20786.495165053926,5
977,HR,54365.598041576675,3
978,Marketing,59039.34841086195,10
979,Finance,26370.675644581617,3
980,Finance,39902.69295290062,3
981,Finance,56191.542610051976,7
982,Engineering,70574.95469711699,7
983,Engineering,50207.93707675408,7
984,Marketing,42719.97058770865,10
985,Finance,48171.0355889516,8
986,Finance,63748.76419148185,5
987,HR,43540.358208754646,5
988,Engineering,42008.079933497465,4
989,Finance,45172.56477817967,7
990,Marketing,40466.713917412875,10
991,Marketing,51226.70315994795,4
992,Finance,66246.7845846956,2
993,Engineering,53230.79273116029,4
994,Marketing,47476.46497873712,8
995,HR,47081.88731084456,9
996,Marketing,34368.09191303343,3
997,Sales,58831.09777147159,7
998,Sales,49221.62802987198,9
999,Engineering,48195.20086409374,4
1000,Finance,81931.0756784486,10
